1.078947368,2.052631579,0.63,47.4,28756000.0,2.526315789,0.8947368421,2.39,65.2,205756000.0,0
2.394736842,0.7631578947,2.34,58.2,201032000.0,1.289473684,1.763157895,0.84,40.6,39936000.0,2
1.052631579,1.342105263,1.11,40.8,54834000.0,1.447368421,1.605263158,1.24,50.6,66690000.0,0
0.9210526316,2.736842105,0.42,35.8,24570000.0,1.5,1.526315789,1.29,42.3,78978000.0,0
1.447368421,1.631578947,1.26,59.8,72050000.0,1.368421053,2.236842105,0.68,42.4,38506000.0,4
1.421052632,1.763157895,1.26,44.4,69050000.0,1.578947368,1.947368421,1.37,41.1,84500000.0,1
2.236842105,1.631578947,1.58,52.2,117150000.0,2,1.605263158,1.79,53.1,157040000.0,5
1.473684211,1.710526316,1.03,45.2,53820000.0,1.947368421,1.605263158,1.74,61.6,136240000.0,2
2.026315789,1.657894737,1.66,58.6,117520000.0,2.263157895,1.078947368,2.16,61.3,166036000.0,1
1.5,1.526315789,1.58,50.6,95316000.0,1.315789474,1.710526316,1.21,48.9,62400000.0,1
1.289473684,1.763157895,0.84,40.6,39936000.0,0.9210526316,2.736842105,0.42,35.8,24570000.0,2
1.447368421,1.605263158,1.24,50.6,66690000.0,1.473684211,1.710526316,1.03,45.2,53820000.0,0
2.263157895,1.078947368,2.16,61.3,166036000.0,1.421052632,1.763157895,1.26,44.4,69050000.0,3
1.315789474,1.710526316,1.21,48.9,62400000.0,1.447368421,1.631578947,1.26,59.8,72050000.0,1
1.947368421,1.605263158,1.74,61.6,136240000.0,1.5,1.526315789,1.58,50.6,95316000.0,2
2.526315789,0.8947368421,2.39,65.2,205756000.0,2.236842105,1.631578947,1.58,52.2,117150000.0,1
2,1.605263158,1.79,53.1,157040000.0,1.052631579,1.342105263,1.11,40.8,54834000.0,4
1.578947368,1.947368421,1.37,41.1,84500000.0,2.026315789,1.657894737,1.66,58.6,117520000.0,3
1.5,1.526315789,1.29,42.3,78978000.0,2.394736842,0.7631578947,2.34,58.2,201032000.0,0
2.026315789,1.657894737,1.66,58.6,117520000.0,1.368421053,2.236842105,0.68,42.4,38506000.0,3
1.421052632,1.763157895,1.26,44.4,69050000.0,1.947368421,1.605263158,1.74,61.6,136240000.0,0
1.052631579,1.342105263,1.11,40.8,54834000.0,1.315789474,1.710526316,1.21,48.9,62400000.0,0
1.473684211,1.710526316,1.03,45.2,53820000.0,1.5,1.526315789,1.29,42.3,78978000.0,1
1.5,1.526315789,1.58,50.6,95316000.0,1.289473684,1.763157895,0.84,40.6,39936000.0,3
2.394736842,0.7631578947,2.34,58.2,201032000.0,1.447368421,1.605263158,1.24,50.6,66690000.0,2
1.447368421,1.631578947,1.26,59.8,72050000.0,1.578947368,1.947368421,1.37,41.1,84500000.0,1
0.9210526316,2.736842105,0.42,35.8,24570000.0,2.526315789,0.8947368421,2.39,65.2,205756000.0,1
1.078947368,2.052631579,0.63,47.4,28756000.0,2,1.605263158,1.79,53.1,157040000.0,1
2.236842105,1.631578947,1.58,52.2,117150000.0,2.263157895,1.078947368,2.16,61.3,166036000.0,1
1.368421053,2.236842105,0.68,42.4,38506000.0,1.578947368,1.947368421,1.37,41.1,84500000.0,1
0.9210526316,2.736842105,0.42,35.8,24570000.0,1.052631579,1.342105263,1.11,40.8,54834000.0,2
2.026315789,1.657894737,1.66,58.6,117520000.0,1.289473684,1.763157895,0.84,40.6,39936000.0,0
2.526315789,0.8947368421,2.39,65.2,205756000.0,1.447368421,1.605263158,1.24,50.6,66690000.0,5
1.473684211,1.710526316,1.03,45.2,53820000.0,1.421052632,1.763157895,1.26,44.4,69050000.0,2
1.078947368,2.052631579,0.63,47.4,28756000.0,1.947368421,1.605263158,1.74,61.6,136240000.0,2
1.447368421,1.631578947,1.26,59.8,72050000.0,2.236842105,1.631578947,1.58,52.2,117150000.0,3
2.263157895,1.078947368,2.16,61.3,166036000.0,2,1.605263158,1.79,53.1,157040000.0,3
1.5,1.526315789,1.29,42.3,78978000.0,1.315789474,1.710526316,1.21,48.9,62400000.0,3
2.394736842,0.7631578947,2.34,58.2,201032000.0,1.5,1.526315789,1.58,50.6,95316000.0,3
1.315789474,1.710526316,1.21,48.9,62400000.0,2.263157895,1.078947368,2.16,61.3,166036000.0,1
1.447368421,1.605263158,1.24,50.6,66690000.0,1.368421053,2.236842105,0.68,42.4,38506000.0,1
1.578947368,1.947368421,1.37,41.1,84500000.0,2.526315789,0.8947368421,2.39,65.2,205756000.0,1
2,1.605263158,1.79,53.1,157040000.0,1.5,1.526315789,1.29,42.3,78978000.0,3
1.5,1.526315789,1.58,50.6,95316000.0,1.447368421,1.631578947,1.26,59.8,72050000.0,1
1.947368421,1.605263158,1.74,61.6,136240000.0,0.9210526316,2.736842105,0.42,35.8,24570000.0,2
2.236842105,1.631578947,1.58,52.2,117150000.0,1.473684211,1.710526316,1.03,45.2,53820000.0,1
1.421052632,1.763157895,1.26,44.4,69050000.0,2.026315789,1.657894737,1.66,58.6,117520000.0,0
1.052631579,1.342105263,1.11,40.8,54834000.0,2.394736842,0.7631578947,2.34,58.2,201032000.0,0
